epoch,train_energy_loss,validation_energy_loss,learning_rate,runtime_seconds
90,1.4744132240295411,1.5168099212646484,0.0003,1352.0416595999995
91,1.4766358108520508,1.508560537338257,0.0003,1367.0437104999983
92,1.4632394983291626,1.4867643165588378,0.0003,1382.0557939999999
93,1.470231817626953,1.4939313039779663,0.0003,1397.0732454999998
94,1.4569010452270508,1.4762954063415528,0.0003,1411.9810402000003
95,1.4572738693237304,1.48003608417511,0.0003,1426.910523300001
96,1.4521634969711303,1.481561842918396,0.0003,1441.8755065000005
97,1.4478462562561034,1.509241421699524,0.0003,1456.855894299999
98,1.4497752925872802,1.46279789352417,0.0003,1471.8335202999988
99,1.4403225942611695,1.4712898216247559,0.0003,1486.7733899999985
100,1.432428353691101,1.474864210128784,0.0003,1501.7302600000003
101,1.4364436861038208,1.486498191833496,0.0003,1516.7672485000003
102,1.4352759359359741,1.4805778760910033,0.0003,1531.742398899998
103,1.4290469444274903,1.4903175926208496,0.0003,1546.7927017000002
104,1.425636410522461,1.4491221227645874,0.0003,1561.723648799998
105,1.4239705421447755,1.4802222652435302,0.0003,1576.733098599998
106,1.4231127536773682,1.4423844585418701,0.0003,1591.7323649999998
107,1.4180530433654785,1.4663132209777832,0.0003,1606.7635846999983
108,1.4160799070358276,1.4549086112976075,0.0003,1621.7850954999994
109,1.4105062969207764,1.4345556392669678,0.0003,1636.7483967000007
110,1.409308549308777,1.4578251571655274,0.0003,1651.8115796999991
111,1.4131553970336914,1.4459119710922241,0.0003,1666.7689818
112,1.4021443487167358,1.4420279426574707,0.0003,1681.6868428999987
113,1.398865592956543,1.4412096576690674,0.0003,1696.6875007999988
114,1.4012164590835572,1.453822645187378,0.0003,1711.6837988999978
115,1.3939053195953368,1.443152138710022,0.0003,1726.6781216999989
116,1.3938635005950928,1.4266462841033936,0.0003,1741.6379742999998
117,1.3928908708572387,1.4213223924636842,0.0003,1756.669060799999
118,1.3965577606201172,1.4386677045822143,0.0003,1771.6932135999996
119,1.3903834281921388,1.4218469009399415,0.0003,1786.7308156
120,1.3943383741378783,1.4348296928405762,0.0003,1801.7838254999988
121,1.3784171710968018,1.4308343620300292,0.0003,1816.781682500001
122,1.382498490524292,1.4044784164428712,0.0003,1831.7661354999982
123,1.373315684890747,1.427738320350647,0.0003,1846.7815609999998
124,1.3809180393218994,1.4130335693359375,0.0003,1861.707199299999
125,1.3724276342391968,1.3946691427230835,0.0003,1876.741027600001
126,1.3676172754287719,1.42329008102417,0.0003,1891.692244599999
127,1.3610177642822265,1.4473413009643554,0.0003,1906.7267399999982
128,1.3639480955123902,1.401579402923584,0.0003,1921.8059617
129,1.3648258655548096,1.3851843662261962,0.0003,1936.749111699999
130,1.3649641557693482,1.4095048542022706,0.0003,1951.7605810999994
131,1.360049011993408,1.4008729820251464,0.0003,1966.7778111000007
132,1.3651992795944214,1.3864432163238525,0.0003,1981.7575006999978
133,1.3524254470825194,1.4010033435821534,0.0003,1996.6936986
134,1.3546408542633057,1.4133556146621704,0.0003,2011.711234399998
135,1.3515978288650512,1.3794544372558595,0.0003,2026.6944545999977
136,1.3494873107910157,1.4168210487365722,0.0003,2041.6994367000007
137,1.3447772785186767,1.3967724542617799,0.0003,2056.6683054999994
138,1.345403697013855,1.3805185432434082,0.0003,2071.654855599998
139,1.3416574266433716,1.4164036121368409,0.0003,2086.6886128000006
140,1.3352917839050293,1.405287841796875,0.0003,2101.7399460999986
141,1.3418197017669677,1.3924043445587158,0.0003,2116.679599799998
142,1.3371476459503173,1.3663492288589478,0.0003,2131.7439152000006
143,1.3345477621078492,1.3731492958068847,0.0003,2146.7757356
144,1.3328133758544922,1.3737167415618896,0.0003,2161.813801199998
145,1.3312702964782714,1.3677713298797607,0.0003,2176.7835277999984
146,1.3287143714904786,1.365248224258423,0.0003,2191.8324925999987
147,1.335343422317505,1.369369821548462,0.0003,2206.7964001
148,1.3281031356811523,1.431995761871338,0.0003,2221.822483699998
149,1.3321754205703735,1.3814449005126954,0.0003,2236.875695999999
150,1.3181914953231813,1.371954542160034,0.0003,2251.8539875999995
151,1.323374036026001,1.4057998933792115,0.0003,2266.873098199998
152,1.3232226791381836,1.365891876220703,0.0003,2281.918839099999
153,1.3163508480072021,1.3600657138824463,0.0003,2296.8894827000004
154,1.3211575939178466,1.3882868518829345,0.0003,2311.8384135999986
155,1.3144583055496215,1.373194930076599,0.0003,2326.7908457999984
156,1.3114004573822022,1.3554976720809937,0.0003,2341.8097573999985
157,1.3150295225143434,1.3533417692184448,0.0003,2356.8612933999975
158,1.310960401725769,1.3504119224548339,0.0003,2371.884797399998
159,1.3052631374359132,1.3453791818618774,0.0003,2386.900590000001
160,1.3068355861663818,1.3440729694366456,0.0003,2402.2131891999998
161,1.3067979362487794,1.3392750759124756,0.0003,2417.2209810999993
162,1.3048039405822753,1.3428482608795167,0.0003,2432.2310158
163,1.3019236127853393,1.3483928337097169,0.0003,2447.202315399998
164,1.3048163702011109,1.3329247970581055,0.0003,2462.180216500001
165,1.3014944221496583,1.3327527904510499,0.0003,2477.202353599998
166,1.3011249015808106,1.3689628200531005,0.0003,2492.1500061999977
167,1.302763320350647,1.3576548805236817,0.0003,2507.132286399996
168,1.3014341663360596,1.3739112634658814,0.0003,2522.0825774999976
169,1.2929665481567383,1.3482051286697387,0.0003,2537.077857600001
170,1.2954186452865601,1.3419049739837647,0.0003,2552.072976700001
171,1.2883987525939942,1.335991090774536,0.0003,2567.094428999997
172,1.290318785095215,1.3264018268585205,0.0003,2582.0777555000022
173,1.2885591625213624,1.349355890274048,0.0003,2597.1092117000007
174,1.2837583255767822,1.325665738105774,0.0003,2612.0816299
175,1.2859485569000244,1.3446247663497926,0.0003,2627.114078599996
176,1.293278308868408,1.3552141695022584,0.0003,2642.035740899999
177,1.2809052089691162,1.3410114889144897,0.0003,2657.0019466000012
178,1.2803888450622558,1.3419294767379761,0.0003,2671.9498533000005
179,1.281176654434204,1.320337393760681,0.0003,2686.981438499999
180,1.2814696613311767,1.339663246154785,0.0003,2701.9407229999997
181,1.2782973819732666,1.3343356189727784,0.0003,2717.0908752999967
182,1.281070135307312,1.310174015045166,0.0003,2732.1075003000005
183,1.2781241472244262,1.3235339584350585,0.0003,2747.1643865000005
184,1.271527526473999,1.3513433818817138,0.0003,2762.207900399997
185,1.2748303596496582,1.3191391677856446,0.0003,2777.1524465999973
186,1.2757101459503173,1.334523838043213,0.0003,2792.0927779999984
187,1.2727346630096437,1.3485489883422852,0.0003,2807.0721919999996
188,1.26711279296875,1.3099142417907714,0.0003,2822.075918399998
189,1.27240168094635,1.3083302040100098,0.0003,2837.0688832000014
190,1.2741740913391113,1.3200984897613526,0.0003,2852.1168665000005
191,1.26499556350708,1.3224515113830566,0.0003,2867.1007051999986
192,1.2663780502319335,1.305330397605896,0.0003,2882.124899000002
193,1.2644520637512207,1.3265690231323242,0.0003,2897.162008799998
194,1.2693915481567384,1.3166138153076172,0.0003,2912.1542996999997
195,1.2642580432891846,1.328089485168457,0.0003,2927.106742899996
196,1.2658888320922852,1.3064144039154053,0.0003,2942.052512299997
197,1.262451212310791,1.3242653579711914,0.0003,2957.050188399997
198,1.2595157205581664,1.3078579807281494,0.0003,2972.0262718000013
199,1.256854641342163,1.3052037620544434,0.0003,2987.175807499996
200,1.2634648010253906,1.3445855445861816,0.0003,3002.2113255000004
