test_cases,posterior_samples_per_case,posterior_mean_RMSE,posterior_mean_correlation,energy_score,pointwise_coverage_50,mean_interval_width_50,pointwise_coverage_80,mean_interval_width_80,pointwise_coverage_90,mean_interval_width_90,pointwise_coverage_95,mean_interval_width_95
300,500,0.0006516486172338534,0.9784884770680662,0.06541418974035072,0.4416694095703829,0.00018803004617486236,0.7253571260638548,0.00035781137524494496,0.8307045344116863,0.00045963382722584016,0.891892290089497,0.0005476703507928331
