K,block,block_size,states,mobility_objective,solver_status,optimality_gap,optimization_seconds,ESS,ESS_fraction,CV_squared,sd_log_weight
2,1,24,WY;AK;ND;RI;NH;NM;UT;IA;OK;LA;AL;SC;WI;MD;MO;IN;TN;WA;VA;OH;PA;NY;FL;CA,0.36870798704202473,certified_optimal,0.0,26.45857810000598,1218.0659899019226,0.24361319798038453,3.1048679147527913,1.66918268492269
2,2,27,VT;DC;SD;DE;MT;ME;HI;ID;WV;NE;KS;NV;MS;AR;CT;OR;KY;MN;CO;MA;AZ;NJ;MI;NC;GA;IL;TX,0.36870798704202473,certified_optimal,0.0,26.45857810000598,1094.779283007917,0.2189558566015834,3.5671306331833854,2.6146369500643987
